rank,name,elo,peak_elo,peak_date,fights,last_fight,elo_vs_peak
334,Rustam Khabilov,1537.62,1634.26,2018-09-15,13,2019-11-09,-96.64
335,James Krause,1537.15,1607.03,2019-11-16,13,2020-10-17,-69.88
336,Yoel Romero,1537.03,1684.22,2016-11-12,13,2020-03-07,-147.18
337,Dominick Cruz,1536.98,1609.51,2016-06-04,10,2022-08-13,-72.53
338,Joseph Benavidez,1536.75,1673.26,2019-06-29,21,2021-03-06,-136.51
339,Zabit Magomedsharipov,1536.62,1620.57,2019-11-09,6,2019-11-09,-83.95
340,Elijah Smith,1536.41,1536.41,2025-08-09,2,2025-08-09,0.0
341,Bruno Silva,1536.23,1553.47,2024-07-20,10,2025-10-18,-17.24
342,Jamall Emmers,1536.15,1536.15,2025-11-08,9,2025-11-08,0.0
343,Yaroslav Amosov,1536.08,1536.08,2025-12-13,1,2025-12-13,0.0
344,Rodolfo Vieira,1535.86,1561.38,2024-02-10,10,2025-11-15,-25.52
345,Uriah Hall,1535.71,1607.93,2021-04-24,19,2022-07-02,-72.22
346,Donte Johnson,1535.69,1535.69,2026-03-07,2,2026-03-07,0.0
347,Andre Fili,1535.62,1565.82,2019-07-13,25,2025-08-09,-30.2
348,Charles Radtke,1535.44,1539.96,2024-02-03,6,2025-11-01,-4.53
349,Omari Akhmedov,1535.38,1601.53,2019-12-14,15,2021-07-10,-66.15
350,Chris Weidman,1535.34,1722.99,2015-05-23,20,2024-12-07,-187.66
351,Jack Shore,1534.53,1593.15,2022-03-19,9,2024-11-02,-58.62
352,John Lineker,1534.28,1654.1,2018-05-12,16,2019-04-27,-119.82
353,Roman Kopylov,1534.09,1573.88,2025-01-11,11,2025-11-15,-39.79
354,Fabricio Werdum,1533.92,1657.23,2015-06-13,18,2020-07-25,-123.31
355,Marvin Vettori,1533.86,1627.18,2023-03-18,18,2025-12-06,-93.32
356,Chas Skelly,1533.8,1587.31,2017-02-04,12,2022-02-19,-53.52
357,Shamil Gaziev,1533.64,1551.81,2025-02-01,5,2025-11-22,-18.17
358,Alatengheili,1533.55,1557.45,2022-09-10,9,2025-04-26,-23.9
359,Anthony Rocco Martin,1533.5,1615.57,2019-11-09,15,2020-06-06,-82.07
360,Jean Matsumoto,1532.93,1547.73,2025-08-09,5,2026-02-07,-14.8
361,Julio Arce,1532.72,1540.46,2024-03-30,10,2024-03-30,-7.74
362,Ricardo Lamas,1532.54,1631.59,2017-07-29,17,2020-08-29,-99.05
363,Sodiq Yusuff,1531.79,1602.63,2022-10-01,10,2025-05-17,-70.84
364,Corey Anderson,1531.65,1623.02,2019-11-02,15,2020-02-15,-91.37
365,Ismail Naurdiev,1531.45,1536.73,2019-09-28,7,2025-11-22,-5.28
366,Thiago Moises,1531.37,1560.3,2023-01-21,15,2025-05-17,-28.93
367,Edson Barboza,1531.34,1646.38,2017-03-11,32,2025-12-06,-115.04
368,Georges St-Pierre,1531.23,1760.02,2013-11-16,22,2017-11-04,-228.79
369,Matt Brown,1531.05,1637.69,2014-05-10,30,2023-05-13,-106.63
370,Jafel Filho,1531.02,1531.02,2025-10-11,5,2025-10-11,0.0
371,Jose Delgado,1530.96,1547.47,2025-06-28,3,2025-10-25,-16.51
372,Thiago Santos,1530.95,1644.81,2019-02-23,24,2022-08-06,-113.86
373,Viviane Araujo,1530.94,1563.12,2022-05-14,13,2025-06-28,-32.18
374,Damir Ismagulov,1530.67,1582.28,2022-06-18,7,2023-07-01,-51.62
375,Paul Felder,1530.41,1615.94,2019-09-07,15,2020-11-14,-85.52
376,Mason Jones,1530.39,1530.39,2025-09-06,6,2025-09-06,0.0
377,Mohammed Usman,1530.36,1557.26,2023-09-23,6,2025-06-21,-26.9
378,Makhmud Muradov,1530.27,1562.43,2021-01-23,7,2024-02-03,-32.16
379,Jeff Molina,1530.26,1556.17,2022-06-04,3,2022-06-04,-25.91
380,Sumudaerji,1529.88,1535.35,2021-01-20,10,2026-03-07,-5.47
381,Steve Erceg,1529.85,1561.67,2024-03-02,7,2025-08-09,-31.82
382,Kennedy Nzechukwu,1529.83,1565.23,2023-05-06,15,2025-12-13,-35.41
383,Pedro Munhoz,1529.62,1625.96,2019-03-02,22,2024-11-02,-96.34
384,Germaine de Randamie,1529.51,1598.12,2020-10-03,10,2024-04-06,-68.6
385,Taila Santos,1529.39,1572.83,2021-11-20,7,2023-08-26,-43.44
386,Karl Williams,1529.32,1556.11,2024-03-23,4,2024-08-10,-26.78
387,Ilir Latifi,1529.29,1595.97,2018-02-24,16,2023-05-20,-66.68
388,Terrance McKinney,1529.12,1549.57,2025-06-28,12,2025-12-06,-20.45
389,Felipe Lima,1528.7,1551.78,2024-12-14,3,2025-06-28,-23.08
390,Kyle Nelson,1528.4,1528.4,2025-10-18,11,2025-10-18,0.0
391,Ryan Hall,1528.37,1582.18,2019-07-13,6,2021-12-11,-53.81
392,Tallison Teixeira,1528.27,1528.27,2026-01-31,3,2026-01-31,0.0
393,Mark Madsen,1528.05,1581.45,2022-04-09,6,2023-11-11,-53.4
394,Cristiane Justino,1527.81,1598.65,2018-03-03,7,2019-07-27,-70.84
395,Joseph Morales,1527.81,1527.81,2025-11-08,5,2025-11-08,0.0
396,Michael Johnson,1527.55,1607.4,2015-02-22,32,2026-03-07,-79.85
397,Askar Askarov,1527.25,1573.86,2021-03-06,5,2022-03-26,-46.61
398,Ramiz Brahimaj,1527.21,1547.61,2025-10-04,9,2026-02-21,-20.4
399,Yousri Belgaroui,1527.15,1527.15,2025-10-18,1,2025-10-18,0.0
400,Holly Holm,1526.93,1580.43,2015-11-14,16,2024-04-13,-53.49
401,Gegard Mousasi,1526.92,1657.89,2017-04-08,12,2017-04-08,-130.97
402,Andre Muniz,1526.74,1611.45,2022-07-02,10,2025-10-04,-84.7
403,Kevin Lee,1526.32,1651.56,2018-04-21,19,2023-07-01,-125.24
404,Ryan Bader,1526.27,1667.8,2016-11-19,20,2016-11-19,-141.53
405,Dan Ige,1526.24,1604.87,2020-05-16,21,2026-02-21,-78.63
406,Joaquim Silva,1526.24,1558.4,2017-05-28,12,2025-09-13,-32.16
407,Rizvan Kuniev,1526.05,1526.05,2026-02-07,2,2026-02-07,0.0
408,Charles Johnson,1526.0,1552.37,2025-08-23,13,2026-01-24,-26.37
409,Anthony Smith,1525.79,1630.76,2021-09-18,25,2025-04-26,-104.97
410,Kyle Daukaus,1525.76,1525.76,2025-11-15,9,2025-11-15,0.0
411,Cezary Oleksiejczuk,1525.6,1525.6,2025-12-13,1,2025-12-13,0.0
412,Junior Dos Santos,1525.43,1683.31,2012-05-26,23,2020-12-12,-157.88
413,Michelle Montague,1525.37,1525.37,2025-09-27,1,2025-09-27,0.0
414,Rodolfo Bellato,1525.16,1525.16,2026-03-07,5,2026-03-07,0.0
415,Javier Reyes,1525.13,1525.13,2026-02-28,1,2026-02-28,0.0
416,Mairbek Taisumov,1525.03,1609.2,2018-09-15,9,2019-09-07,-84.17
417,Serhiy Sidey,1524.84,1524.84,2025-05-03,3,2025-05-03,0.0
418,Anthony Johnson,1524.79,1669.59,2016-08-20,19,2017-04-08,-144.81
419,Mateusz Rebecki,1524.72,1564.64,2023-11-11,7,2025-10-25,-39.93
420,Michael Bisping,1524.6,1682.4,2016-10-08,29,2017-11-25,-157.79
421,Jack Jenkins,1524.58,1536.97,2023-06-24,6,2025-09-27,-12.4
422,Jimmie Rivera,1524.46,1609.93,2017-07-22,11,2021-02-27,-85.47
423,Darren Till,1524.42,1622.46,2018-05-27,12,2022-12-10,-98.04
424,Elias Theodorou,1523.96,1613.55,2018-12-08,11,2019-05-04,-89.59
425,Luke Riley,1523.29,1523.29,2025-11-22,1,2025-11-22,0.0
426,Islam Dulatov,1523.26,1523.26,2025-07-19,1,2025-07-19,0.0
427,Daria Zhelezniakova,1523.26,1523.72,2024-03-23,3,2025-06-21,-0.46
428,Eduarda Moura,1523.25,1546.01,2025-07-12,5,2026-02-07,-22.75
429,Ethyn Ewing,1523.15,1523.15,2025-11-15,1,2025-11-15,0.0
430,Cain Velasquez,1523.1,1696.26,2013-10-19,15,2019-02-17,-173.16
431,Damian Pinas,1523.0,1523.0,2026-02-28,1,2026-02-28,0.0
432,Keiichiro Nakamura,1523.0,1523.0,2026-01-31,1,2026-01-31,0.0
433,Brando Pericic,1523.0,1523.0,2025-09-27,1,2025-09-27,0.0
434,Michel Prazeres,1522.87,1642.48,2018-11-17,14,2021-06-26,-119.6
435,Jennifer Maia,1522.59,1553.33,2023-03-18,12,2023-10-14,-30.73
436,Brett Johns,1522.57,1564.65,2017-12-01,7,2020-07-18,-42.08
437,Stephanie Luciano,1522.24,1522.24,2025-10-18,3,2025-10-18,0.0
438,Joanna Jedrzejczyk,1522.18,1649.93,2017-05-13,15,2022-06-11,-127.76
439,Raphael Assuncao,1522.15,1644.27,2018-07-07,19,2023-03-11,-122.12
440,Iwo Baraniewski,1522.11,1522.11,2025-12-06,1,2025-12-06,0.0
441,Carlston Harris,1521.9,1568.31,2023-08-05,7,2025-01-11,-46.4
442,Aleksandar Rakic,1521.83,1613.36,2021-03-06,11,2025-10-25,-91.52
443,Themba Gorimbo,1521.72,1559.06,2024-10-12,7,2025-11-01,-37.34
444,Jacare Souza,1521.62,1650.75,2018-11-03,16,2021-05-15,-129.13
445,Carlos Leal,1521.55,1521.55,2026-02-21,4,2026-02-21,0.0
446,Shi Ming,1521.51,1523.0,2024-11-23,1,2024-11-23,-1.49
447,DongHun Choi,1521.51,1523.0,2024-11-23,1,2024-11-23,-1.49
448,Melissa Gatto,1521.36,1543.93,2021-12-18,5,2024-05-18,-22.57
449,Bia Mesquita,1521.32,1521.32,2025-10-11,1,2025-10-11,0.0
450,Ty Miller,1521.21,1521.21,2026-01-24,1,2026-01-24,0.0
451,Casey Kenney,1520.98,1586.87,2020-10-24,8,2021-08-07,-65.89
452,Gabriella Fernandes,1520.71,1520.71,2025-08-09,5,2025-08-09,0.0
453,Steven Asplund,1520.69,1520.69,2025-12-13,1,2025-12-13,0.0
454,Lyoto Machida,1520.67,1666.44,2009-10-24,24,2018-05-12,-145.77
455,Dong Hyun Kim,1520.64,1641.43,2014-03-01,18,2017-06-17,-120.78
456,Edgar Chairez,1520.6,1520.6,2026-02-28,6,2026-02-28,0.0
457,Marco Tulio,1520.6,1541.49,2025-04-12,3,2025-11-08,-20.89
458,Marina Rodriguez,1520.59,1611.86,2022-03-05,15,2025-05-03,-91.27
459,David Teymur,1520.51,1602.43,2018-06-01,6,2019-02-02,-81.92
460,Matheus Nicolau,1520.45,1596.68,2022-12-03,11,2024-10-19,-76.23
461,Azamat Bekoev,1520.43,1547.59,2025-05-03,3,2025-10-18,-27.15
462,Jean-Paul Lebosnoyani,1520.24,1520.24,2026-02-21,1,2026-02-21,0.0
463,Lauren Murphy,1520.24,1575.02,2022-07-16,15,2025-07-12,-54.78
464,Alberto Montes,1520.23,1520.23,2026-03-07,1,2026-03-07,0.0
465,Regina Tarin,1520.03,1520.03,2026-02-28,1,2026-02-28,0.0
466,Dom Mar Fan,1520.0,1520.0,2026-01-31,1,2026-01-31,0.0
467,Guilherme Pat,1520.0,1520.0,2025-12-13,1,2025-12-13,0.0
468,Hakeem Dawodu,1519.77,1576.52,2020-09-26,10,2023-08-12,-56.75
469,Hamdy Abdelwahab,1519.77,1520.29,2025-02-01,4,2025-10-25,-0.51
470,Imanol Rodriguez,1519.73,1519.73,2026-02-28,1,2026-02-28,0.0
471,Tony Ferguson,1519.71,1747.64,2019-06-08,24,2024-08-03,-227.94
472,Evan Elder,1519.54,1519.54,2025-04-26,5,2025-04-26,0.0
473,Axel Sola,1519.34,1519.34,2025-09-06,1,2025-09-06,0.0
474,Yadier del Valle,1519.27,1542.49,2025-11-01,3,2026-02-21,-23.21
475,Nik Lentz,1519.17,1606.54,2019-02-17,25,2021-01-23,-87.37
476,Taiyilake Nueraji,1519.15,1519.15,2025-08-23,1,2025-08-23,0.0
477,Lawrence Lui,1519.0,1519.0,2026-01-31,1,2026-01-31,0.0
478,Jordan Johnson,1518.84,1580.19,2018-09-15,4,2018-09-15,-61.35
479,Alejandro Perez,1518.75,1603.58,2018-07-14,13,2022-02-26,-84.84
480,Jussier Formiga,1518.74,1624.03,2019-03-23,16,2020-06-06,-105.29
481,Calvin Kattar,1518.65,1612.13,2022-01-15,15,2025-07-12,-93.48
482,Claudia Gadelha,1518.64,1568.08,2020-05-16,12,2020-11-07,-49.44
483,Benson Henderson,1518.63,1667.78,2013-04-20,14,2015-11-28,-149.15
484,John Dodson,1518.61,1604.23,2017-04-22,17,2020-08-15,-85.62
485,Cody Haddon,1518.59,1520.4,2024-10-12,1,2024-10-12,-1.81
486,Urijah Faber,1518.56,1614.84,2014-12-06,18,2019-12-14,-96.27
487,Donald Cerrone,1518.46,1738.01,2016-12-10,38,2022-07-02,-219.55
488,Sergio Pettis,1518.37,1590.4,2018-06-09,14,2019-09-21,-72.03
489,Malcolm Wellmaker,1518.24,1541.39,2025-06-14,3,2025-11-15,-23.15
490,Eryk Anders,1518.02,1546.5,2018-08-25,19,2025-08-09,-28.48
491,Alan Jouban,1517.93,1583.24,2016-12-17,13,2020-11-21,-65.31
492,Trey Waters,1517.84,1543.39,2024-05-11,3,2025-09-06,-25.56
493,Rodrigo Nascimento,1517.75,1561.33,2023-11-04,8,2024-11-02,-43.58
494,Jhonata Diniz,1517.7,1543.73,2024-08-10,5,2025-10-11,-26.04
495,Max Griffin,1517.68,1557.14,2024-02-10,18,2025-07-12,-39.46
496,Abdul Rakhman Yakhyaev,1517.68,1517.68,2025-11-22,1,2025-11-22,0.0
497,Ramazan Emeev,1517.55,1582.04,2021-01-16,8,2022-06-11,-64.49
498,Chad Mendes,1517.53,1633.2,2015-04-04,14,2018-12-29,-115.66
499,Saidyokub Kakhramonov,1517.49,1548.68,2022-07-09,3,2022-12-17,-31.19
500,Klaudia Sygula,1517.39,1517.39,2026-02-07,3,2026-02-07,0.0
501,Cesar Almeida,1517.37,1542.97,2025-01-11,5,2025-12-13,-25.6
502,Veronica Hardy,1517.27,1524.58,2024-05-11,10,2025-10-04,-7.31
503,Ryan Gandra,1517.13,1517.13,2026-02-28,1,2026-02-28,0.0
504,Jonathan Pearce,1516.95,1590.8,2022-12-03,9,2024-10-12,-73.84
505,Morgan Charriere,1516.8,1536.14,2025-07-12,6,2025-12-13,-19.34
506,Patricio Freire,1516.72,1516.72,2025-07-19,2,2025-07-19,0.0
507,Nicolae Negumereanu,1516.57,1553.86,2022-07-30,6,2022-11-12,-37.29
508,John Castaneda,1516.52,1550.84,2023-11-11,8,2025-04-26,-34.31
509,Amanda Ribas,1516.48,1586.05,2020-07-11,13,2025-07-26,-69.57
510,Jonny Parsons,1516.37,1523.61,2023-07-22,1,2023-07-22,-7.24
511,Sara McMann,1516.21,1548.65,2017-02-19,13,2022-03-26,-32.44
512,Kyung Ho Kang,1516.03,1575.97,2023-06-17,14,2024-06-22,-59.93
513,Montse Rendon,1515.93,1520.41,2023-09-23,3,2025-09-13,-4.48
514,Ryan LaFlare,1515.92,1597.9,2017-02-11,10,2018-10-06,-81.98
515,Sage Northcutt,1515.9,1570.32,2018-07-14,8,2018-07-14,-54.42
516,Brad Tavares,1515.9,1622.72,2018-04-14,27,2025-09-06,-106.83
517,Ray Borg,1515.76,1570.13,2017-03-11,12,2020-05-13,-54.37
518,Eddie Alvarez,1515.72,1584.73,2017-12-02,8,2018-07-28,-69.01
519,Christian Rodriguez,1515.61,1567.91,2024-03-16,9,2025-08-09,-52.3
520,Zubaira Tukhugov,1515.37,1554.5,2015-12-10,9,2023-02-11,-39.12
521,Joe Solecki,1515.12,1579.4,2023-02-25,9,2025-01-11,-64.27
522,Rashid Magomedov,1515.06,1589.49,2015-11-07,6,2017-04-15,-74.43
523,Justin Willis,1515.0,1579.0,2018-12-01,5,2019-03-23,-64.0
524,Danny Silva,1514.9,1538.42,2025-03-01,3,2025-08-02,-23.52
525,Luana Carolina,1514.88,1541.97,2024-07-20,10,2025-09-27,-27.1
526,Rory MacDonald,1514.87,1648.99,2014-10-04,13,2016-06-18,-134.12
527,Leonardo Santos,1514.85,1601.79,2020-07-11,11,2022-08-20,-86.95
528,Aliaskhab Khizriev,1514.84,1523.0,2022-03-26,2,2024-02-03,-8.16
529,Sergey Morozov,1514.81,1524.39,2022-12-17,5,2022-12-17,-9.58
530,Al Iaquinta,1514.76,1611.68,2018-12-15,15,2021-11-06,-96.91
531,Luke Rockhold,1514.66,1644.38,2015-12-12,11,2022-08-20,-129.72
532,Luis Pena,1514.61,1547.14,2019-06-22,8,2021-04-17,-32.53
533,Thales Leites,1514.61,1626.88,2015-01-31,21,2018-09-22,-112.27
534,Macy Chiasson,1514.4,1579.03,2024-06-29,14,2026-02-28,-64.63
535,ChangHo Lee,1514.4,1538.38,2025-04-05,3,2025-11-01,-23.97
536,Sergey Khandozhko,1514.37,1527.37,2022-04-23,3,2022-04-23,-13.0
537,Gabriel Santos,1514.27,1514.56,2025-02-08,4,2025-02-08,-0.29
538,Myles Jury,1514.24,1622.7,2014-09-20,12,2019-02-17,-108.46
539,Zachary Reese,1514.23,1532.11,2025-11-08,8,2026-02-21,-17.88
540,Anderson Silva,1514.12,1770.22,2012-10-13,25,2020-10-31,-256.11
541,Stevie Ray,1514.09,1573.6,2017-04-22,11,2019-10-26,-59.51
542,Dustin Ortiz,1514.04,1570.23,2018-07-28,14,2019-01-19,-56.19
543,Nina Nunes,1514.02,1547.35,2018-12-08,9,2022-08-13,-33.33
544,Joanne Wood,1513.96,1544.03,2016-06-18,17,2024-03-09,-30.07
545,Enrique Barzola,1513.89,1578.46,2018-05-19,10,2020-03-14,-64.57
546,Charlie Campbell,1513.78,1541.13,2024-04-06,3,2025-09-27,-27.36
547,Josefine Knutsson,1513.77,1540.32,2024-06-15,3,2024-12-14,-26.54
548,Vitor Belfort,1513.64,1629.9,2013-11-09,26,2018-05-12,-116.25
549,James Vick,1513.62,1657.51,2018-02-18,14,2019-10-12,-143.89
550,Marlon Moraes,1513.47,1609.98,2019-12-14,11,2022-03-12,-96.5
551,Erik Perez,1513.37,1586.15,2016-11-05,9,2016-11-05,-72.78
552,Hyder Amil,1513.18,1564.11,2025-03-01,5,2025-11-08,-50.93
553,Ronnie Lawrence,1512.93,1542.51,2022-02-12,4,2023-06-17,-29.58
554,Timur Valiev,1512.86,1544.57,2021-06-26,4,2022-03-19,-31.72
555,Rick Story,1512.67,1618.1,2011-05-28,19,2016-08-20,-105.43
556,Don Madge,1512.59,1543.06,2019-09-07,2,2019-09-07,-30.48
557,Sergio Moraes,1512.25,1610.14,2018-09-22,14,2019-11-16,-97.89
558,Desmond Green,1511.96,1543.8,2019-05-18,7,2019-05-18,-31.85
559,Gabe Green,1511.88,1527.89,2022-04-30,6,2025-05-17,-16.01
560,Arjan Bhullar,1511.47,1542.39,2019-05-04,4,2019-05-04,-30.92
561,Jesus Aguilar,1511.46,1540.55,2024-08-17,7,2026-03-07,-29.09
562,John Moraga,1511.42,1572.9,2018-04-14,14,2018-08-25,-61.48
563,Phil Davis,1511.39,1638.47,2013-08-03,13,2015-01-24,-127.07
564,Andreas Gustafsson,1511.2,1527.52,2025-06-07,2,2025-09-06,-16.32
565,Antonio Carlos Junior,1511.07,1604.41,2018-04-14,13,2021-01-23,-93.34
566,Davi Ramos,1511.0,1575.37,2019-05-18,7,2020-07-18,-64.37
567,HyunSung Park,1510.98,1555.79,2025-05-17,5,2025-10-18,-44.81
568,Diego Sanchez,1510.6,1642.73,2009-06-20,32,2020-09-26,-132.13
569,Augusto Sakai,1510.59,1575.57,2020-05-30,9,2023-02-25,-64.98
570,Johny Hendricks,1510.45,1687.67,2013-03-16,21,2017-11-04,-177.22
571,Tom Breese,1510.4,1562.79,2016-02-27,8,2021-01-20,-52.39
572,Ronda Rousey,1510.26,1623.94,2015-08-01,8,2016-12-30,-113.68
573,Felicia Spencer,1510.14,1526.55,2020-02-29,6,2021-11-13,-16.41
574,Dennis Siver,1510.04,1613.26,2012-12-08,21,2017-06-25,-103.22
575,Carlos Condit,1510.02,1602.44,2012-02-04,19,2021-07-10,-92.42
576,Jon Fitch,1509.98,1696.68,2010-08-07,18,2013-02-02,-186.7
577,Alexander Gustafsson,1509.95,1639.07,2014-03-08,18,2022-07-23,-129.12
578,Timmy Cuamba,1509.87,1509.87,2025-11-01,4,2025-11-01,0.0
579,John Makdessi,1509.84,1569.61,2019-03-23,20,2023-09-09,-59.76
580,Ben Rothwell,1509.5,1588.5,2016-01-30,17,2021-11-13,-79.0
581,Billy Quarantillo,1509.42,1562.07,2022-12-10,11,2024-12-14,-52.64
582,Claudio Puelles,1509.41,1582.05,2022-04-23,9,2025-09-13,-72.64
583,Trey Ogden,1509.27,1529.18,2024-07-20,7,2025-01-11,-19.91
584,Oban Elliott,1509.23,1560.01,2024-11-16,5,2026-01-31,-50.77
585,Michael Chandler,1509.09,1550.25,2022-05-07,7,2025-04-12,-41.17
586,Vinc Pichel,1508.81,1595.8,2021-08-21,12,2025-03-29,-86.99
587,Chris Daukaus,1508.76,1590.12,2021-09-25,8,2023-08-12,-81.36
588,Ketlen Souza,1508.75,1526.47,2024-09-14,6,2026-02-07,-17.72
589,TJ Grant,1508.72,1621.3,2013-05-25,11,2013-05-25,-112.58
590,Jared Rosholt,1508.68,1595.44,2015-11-14,8,2016-02-06,-86.76
591,Dennis Bermudez,1508.67,1620.86,2014-07-26,17,2019-01-19,-112.19
592,Damon Jackson,1508.63,1577.32,2022-09-17,14,2024-11-16,-68.69
593,Bryan Caraway,1508.56,1591.13,2016-05-29,10,2018-11-30,-82.57
594,Luis Saldana,1508.55,1517.87,2021-04-10,4,2022-08-20,-9.32
595,Brad Riddell,1508.54,1580.46,2021-06-12,7,2022-11-12,-71.92
596,Lorenz Larkin,1508.5,1557.42,2016-08-20,10,2016-08-20,-48.92
597,Chris Wade,1508.44,1578.6,2016-01-17,7,2017-07-22,-70.16
598,Evan Dunham,1508.28,1603.72,2016-09-17,21,2020-06-06,-95.44
599,Megan Anderson,1508.14,1529.41,2020-02-29,6,2021-03-06,-21.27
600,Julia Polastri,1508.11,1508.11,2025-10-11,4,2025-10-11,0.0
601,Jeremy Kennedy,1508.05,1562.41,2017-07-22,4,2018-02-10,-54.35
602,Curtis Millender,1508.0,1572.62,2018-12-29,5,2019-04-13,-64.61
603,Melsik Baghdasaryan,1507.95,1541.24,2021-11-06,5,2025-02-22,-33.29
604,Jordan Mein,1507.94,1556.45,2014-08-23,9,2018-07-28,-48.52
605,Kaan Ofli,1507.92,1507.92,2026-01-31,4,2026-01-31,0.0
606,Juan Espino,1507.91,1537.2,2020-09-26,3,2021-04-17,-29.29
607,Ruslan Magomedov,1507.89,1564.9,2015-10-03,3,2015-10-03,-57.01
608,Nikolas Motta,1507.88,1527.8,2024-11-23,7,2025-06-21,-19.92
609,Ronaldo Rodriguez,1507.67,1535.32,2024-09-14,3,2025-03-29,-27.65
610,Alexis Davis,1507.64,1555.53,2017-12-09,14,2022-02-05,-47.89
611,Austin Bashi,1507.61,1507.61,2025-08-02,2,2025-08-02,0.0
612,Carlos Felipe,1507.61,1536.48,2021-06-12,5,2021-10-16,-28.88
613,Olivier Aubin-Mercier,1507.53,1605.47,2018-04-07,12,2019-07-27,-97.94
614,Michael Trizano,1507.39,1538.29,2018-11-10,7,2022-11-12,-30.9
615,Aleksei Oleinik,1507.35,1580.51,2018-09-15,17,2022-10-01,-73.16
616,Cezar Ferreira,1507.19,1581.99,2018-05-12,15,2019-07-13,-74.81
617,Aspen Ladd,1507.05,1562.21,2019-05-18,7,2022-04-09,-55.17
618,Magomed Mustafaev,1506.82,1548.04,2015-12-12,5,2020-02-22,-41.22
619,Wilson Reis,1506.81,1582.79,2017-02-11,13,2019-04-13,-75.98
620,Matt Mitrione,1506.7,1602.33,2014-12-13,14,2016-01-17,-95.64
621,Montana De La Rosa,1506.67,1566.51,2019-02-09,12,2024-06-08,-59.84
622,Mike Pierce,1506.66,1627.26,2013-07-06,14,2015-12-11,-120.6
623,Rashad Evans,1506.65,1692.9,2012-01-28,23,2018-06-09,-186.25
624,Thiago Tavares,1506.56,1576.69,2014-08-16,18,2016-07-08,-70.14
625,Thiago Silva,1506.56,1584.8,2008-05-24,12,2013-10-09,-78.24
626,Josh Barnett,1506.51,1584.31,2002-03-22,10,2016-09-03,-77.8
627,Chael Sonnen,1506.48,1602.03,2012-01-28,14,2013-11-16,-95.55
628,Lyman Good,1506.4,1535.84,2019-11-02,6,2020-06-20,-29.44
629,Robert Bryczek,1506.38,1506.38,2025-09-06,2,2025-09-06,0.0
630,Joe Lauzon,1506.36,1595.29,2011-10-08,27,2019-10-18,-88.93
631,Quinton Jackson,1506.32,1620.21,2011-05-28,13,2015-04-25,-113.89
632,Mirsad Bektic,1506.29,1594.0,2018-06-09,10,2020-09-19,-87.7
633,Michael Graves,1506.27,1542.87,2016-04-16,3,2016-07-30,-36.6
634,Michael McDonald,1506.25,1578.38,2012-04-21,9,2016-07-13,-72.13
635,Khalid Murtazaliev,1506.22,1526.45,2018-09-15,1,2018-09-15,-20.24
636,Nordine Taleb,1506.2,1578.99,2017-12-16,12,2019-09-07,-72.79
637,Fernando Padilla,1506.19,1525.06,2023-04-29,4,2024-12-14,-18.87
638,Alberto Mina,1506.17,1562.94,2016-07-07,4,2018-05-12,-56.77
639,John Hathaway,1506.14,1601.59,2012-09-29,9,2014-03-01,-95.45
640,Tim Boetsch,1506.1,1593.65,2012-07-21,24,2019-03-09,-87.55
641,Gray Maynard,1506.05,1660.86,2010-08-28,20,2018-10-06,-154.81
642,Tyson Pedro,1506.0,1544.59,2017-03-04,11,2024-03-02,-38.59
643,Carlos Vera,1505.94,1505.94,2025-03-15,2,2025-03-15,0.0
644,Scott Holtzman,1505.9,1584.44,2020-02-15,13,2022-12-03,-78.54
645,Rousimar Palhares,1505.83,1599.51,2012-01-14,12,2013-10-09,-93.68
646,Yushin Okami,1505.81,1646.45,2013-03-02,21,2018-12-01,-140.63
647,Mark Hunt,1505.75,1593.88,2017-06-10,18,2018-12-01,-88.13
648,Martin Kampmann,1505.68,1619.85,2012-06-01,17,2013-08-28,-114.17
649,Daniel Kelly,1505.67,1597.49,2017-03-04,10,2018-05-27,-91.82
650,Shawn Jordan,1505.65,1571.07,2015-06-06,10,2015-10-03,-65.42
651,Forrest Griffin,1505.6,1605.56,2011-02-05,15,2012-07-07,-99.96
652,Kajan Johnson,1505.58,1557.91,2018-03-17,7,2018-09-15,-52.33
653,Mark Munoz,1505.56,1621.12,2011-11-05,15,2015-05-16,-115.56
654,Iuri Alcantara,1505.52,1581.53,2017-03-04,18,2018-08-25,-76.01
655,Ali Bagautinov,1505.36,1566.34,2014-02-01,7,2016-11-19,-60.98
656,Albert Tumenov,1505.34,1586.09,2016-01-02,8,2016-10-08,-80.75
657,Miles Johns,1505.3,1568.08,2024-06-15,12,2025-11-08,-62.79
658,Chidi Njokuani,1505.22,1548.97,2025-03-15,10,2026-02-21,-43.75
659,Mark Bocek,1505.21,1569.84,2012-04-21,13,2014-04-16,-64.63
660,Kenny Florian,1505.2,1648.82,2010-03-31,17,2011-10-08,-143.62
661,Viscardi Andrade,1505.16,1538.27,2016-03-19,4,2016-03-19,-33.11
662,Ed Herman,1505.12,1577.82,2013-07-27,26,2023-04-15,-72.69
663,Matt Hughes,1505.09,1685.68,2006-09-23,25,2011-09-24,-180.59
664,Johnny Case,1505.06,1580.89,2015-11-07,6,2017-06-25,-75.82
665,Adriano Martins,1505.06,1572.24,2015-10-03,7,2017-09-09,-67.17
666,Uran Satybaldiev,1505.04,1505.04,2025-08-23,2,2025-08-23,0.0
667,Edimilson Souza,1505.02,1565.01,2015-03-21,4,2015-11-07,-59.99
