rank,name,peak_elo,peak_date,current_elo,elo_vs_peak,fights,last_fight
1346,Shauna Bannon,1521.51,2025-03-22,1498.48,-23.02,4,2025-09-06
1347,Muin Gafurov,1521.5,2025-01-18,1497.98,-23.52,5,2026-02-07
1348,Austin Vanderford,1521.47,2025-02-22,1498.78,-22.7,2,2025-10-04
1349,Ariane Carnelossi,1521.46,2021-10-16,1477.25,-44.21,6,2025-11-01
1350,Jake Hadley,1521.41,2023-03-18,1481.46,-39.94,7,2024-10-19
1351,Damien Brown,1521.38,2016-11-26,1460.08,-61.3,6,2018-02-10
1352,Darko Stosic,1521.37,2018-07-22,1457.42,-63.95,4,2020-01-25
1353,Zhang Tiequan,1521.34,2011-02-26,1457.67,-63.67,4,2012-11-10
1354,Ebenezer Fontes Braga,1521.34,1998-10-16,1500.06,-21.28,1,1998-10-16
1355,Dan Christison,1521.33,2006-04-06,1500.05,-21.28,2,2006-07-08
1356,Jon Tuck,1521.32,2014-06-07,1484.11,-37.21,9,2018-08-25
1357,Bia Mesquita,1521.32,2025-10-11,1521.32,0.0,1,2025-10-11
1358,Jamal Pogues,1521.28,2023-02-18,1497.4,-23.89,4,2025-02-01
1359,Josh Quinlan,1521.26,2022-08-13,1456.43,-64.83,4,2024-06-15
1360,Waylon Lowe,1521.24,2011-01-22,1500.15,-21.09,4,2011-03-26
1361,Ty Miller,1521.21,2026-01-24,1521.21,0.0,1,2026-01-24
1362,Travis Lutter,1521.19,2004-10-22,1471.27,-49.91,6,2008-04-19
1363,Jordan Espinosa,1521.18,2019-03-23,1457.52,-63.66,6,2021-03-06
1364,Chad Anheliger,1521.17,2022-02-19,1473.74,-47.43,5,2024-11-02
1365,Viacheslav Borshchev,1521.15,2022-01-15,1441.79,-79.35,10,2025-11-15
1366,Tony Kelley,1521.11,2021-12-11,1501.77,-19.34,4,2022-06-18
1367,Augusto Montano,1521.07,2014-11-15,1477.4,-43.66,3,2016-09-17
1368,Hunter Azure,1521.01,2019-09-14,1500.67,-20.34,4,2021-04-10
1369,Marcelo Golm,1520.99,2017-10-28,1453.06,-67.93,4,2019-04-20
1370,Carlos Eduardo Rocha,1520.98,2010-11-13,1485.06,-35.92,3,2012-06-08
1371,Mike Rio,1520.98,2012-12-15,1458.48,-62.5,4,2014-01-25
1372,Corey Hill,1520.98,2008-01-23,1469.79,-51.18,3,2008-12-10
1373,Galore Bofando,1520.98,2017-07-16,1500.18,-20.79,2,2017-12-16
1374,Juan Adams,1520.98,2018-12-15,1453.15,-67.83,4,2020-02-08
1375,Nick Denis,1520.98,2012-01-20,1498.15,-22.82,2,2012-05-05
1376,Cody Donovan,1520.94,2012-12-14,1450.81,-70.12,4,2014-07-19
1377,Garrett Armfield,1520.91,2024-01-20,1477.97,-42.94,5,2024-11-02
1378,Rob Kimmons,1520.83,2008-06-21,1466.02,-54.8,7,2011-03-03
1379,Bogdan Grad,1520.83,2025-02-01,1480.04,-40.79,3,2025-11-22
1380,Justin Jaynes,1520.82,2020-06-20,1440.01,-80.81,5,2021-06-26
1381,JooSang Yoo,1520.82,2025-06-07,1499.91,-20.91,2,2025-10-04
1382,Billy Ray Goff,1520.82,2023-08-26,1478.1,-42.71,3,2025-05-31
1383,Adam Milstead,1520.8,2016-05-29,1478.0,-42.8,4,2018-12-15
1384,Tedd Williams,1520.78,2000-03-10,1499.35,-21.44,2,2000-09-22
1385,Gabriella Fernandes,1520.71,2025-08-09,1520.71,0.0,5,2025-08-09
1386,Steven Asplund,1520.69,2025-12-13,1520.69,0.0,1,2025-12-13
1387,Aleksa Camur,1520.67,2020-01-18,1454.59,-66.08,4,2023-08-05
1388,Sarah Moras,1520.66,2017-09-09,1437.39,-83.28,9,2021-01-16
1389,Jesus Pinedo,1520.64,2018-11-17,1500.29,-20.34,2,2019-03-23
1390,Edgar Chairez,1520.6,2026-02-28,1520.6,0.0,6,2026-02-28
1391,Tucker Lutz,1520.59,2021-05-15,1459.21,-61.37,4,2023-07-15
1392,Jordan Wright,1520.54,2020-08-22,1429.63,-90.92,7,2023-02-18
1393,Leslie Smith,1520.51,2017-07-16,1503.71,-16.79,7,2017-07-16
1394,Francisco Trevino,1520.49,2014-03-15,1476.41,-44.08,3,2015-10-03
1395,Gokhan Saki,1520.47,2017-09-22,1496.25,-24.22,2,2018-07-07
1396,Chico Camus,1520.43,2012-08-11,1479.37,-41.06,8,2015-09-26
1397,Montse Rendon,1520.41,2023-09-23,1515.93,-4.48,3,2025-09-13
1398,Cody Haddon,1520.4,2024-10-12,1518.59,-1.81,1,2024-10-12
1399,Hans Stringer,1520.34,2014-03-23,1473.9,-46.44,3,2015-07-18
1400,Emily Ducote,1520.34,2022-07-16,1478.63,-41.71,5,2024-05-18
1401,Jenel Lausa,1520.33,2016-11-26,1450.39,-69.94,4,2018-06-23
1402,Alptekin Ozkilic,1520.32,2013-12-14,1457.89,-62.43,4,2015-05-09
1403,Hamdy Abdelwahab,1520.29,2025-02-01,1519.77,-0.51,4,2025-10-25
1404,Jean-Paul Lebosnoyani,1520.24,2026-02-21,1520.24,0.0,1,2026-02-21
1405,Alberto Montes,1520.23,2026-03-07,1520.23,0.0,1,2026-03-07
1406,Andrew Holbrook,1520.19,2015-07-25,1468.67,-51.52,5,2017-09-02
1407,Blake Bilder,1520.16,2023-02-11,1473.16,-47.0,3,2024-02-03
1408,Cameron Smotherman,1520.12,2024-10-19,1481.25,-38.88,3,2025-06-14
1409,Wang Guan,1520.09,2017-11-25,1503.94,-16.14,1,2017-11-25
1410,Mariya Agapova,1520.07,2020-06-13,1455.24,-64.82,6,2024-07-13
1411,Forrest Petz,1520.06,2006-08-17,1437.94,-82.13,7,2010-09-15
1412,Regina Tarin,1520.03,2026-02-28,1520.03,0.0,1,2026-02-28
1413,Tyrone Roberts,1520.01,2000-06-09,1500.08,-19.93,1,2000-06-09
1414,Miranda Granger,1520.0,2019-08-03,1449.54,-70.46,4,2022-08-06
1415,Victor Hugo,1520.0,2024-04-06,1501.44,-18.56,2,2024-10-26
1416,Francisco Figueiredo,1520.0,2021-01-20,1495.47,-24.53,4,2022-08-20
1417,Chris Cope,1520.0,2011-06-04,1471.78,-48.22,3,2012-02-04
1418,Reginaldo Vieira,1520.0,2015-08-01,1478.92,-41.08,3,2017-02-19
1419,Chris Gruetzemacher,1520.0,2015-12-11,1484.19,-35.81,7,2021-12-04
1420,Guilherme Pat,1520.0,2025-12-13,1520.0,0.0,1,2025-12-13
1421,Dom Mar Fan,1520.0,2026-01-31,1520.0,0.0,1,2026-01-31
1422,Jeff Hougland,1520.0,2011-07-02,1476.07,-43.93,3,2012-11-10
1423,Josh Stansbury,1520.0,2016-07-08,1471.97,-48.03,3,2017-06-25
1424,Denzel Freeman,1520.0,2025-11-22,1497.26,-22.74,2,2026-01-24
1425,Naoki Inoue,1520.0,2017-06-17,1498.18,-21.82,2,2018-06-23
1426,Ryan Janes,1520.0,2016-12-09,1500.8,-19.2,4,2017-12-01
1427,John Gunther,1520.0,2018-07-06,1498.47,-21.53,2,2018-11-10
1428,Tiago dos Santos e Silva,1520.0,2014-07-26,1490.56,-29.44,4,2016-12-09
1429,Kyle Watson,1520.0,2010-12-04,1497.01,-22.99,2,2011-04-30
1430,Dione Barbosa,1520.0,2024-05-04,1502.14,-17.86,4,2025-08-16
1431,Sam Hoger,1520.0,2005-04-09,1477.13,-42.87,5,2007-02-03
1432,Buddy Roberts,1520.0,2012-06-08,1500.22,-19.78,2,2012-08-11
1433,Cristian Quinonez,1519.89,2022-09-03,1497.45,-22.43,4,2026-02-28
1434,Kevin Ferguson,1519.78,2009-12-05,1497.06,-22.72,2,2010-05-08
1435,Felipe Silva,1519.77,2016-08-27,1476.43,-43.34,3,2018-05-19
1436,Imanol Rodriguez,1519.73,2026-02-28,1519.73,0.0,1,2026-02-28
1437,Rei Tsuruya,1519.69,2024-06-29,1503.37,-16.33,2,2025-03-08
1438,Mike Kyle,1519.69,2004-04-02,1500.21,-19.48,3,2005-02-05
1439,Yan Cabral,1519.61,2013-10-09,1476.54,-43.07,5,2016-05-08
1440,Ange Loosa,1519.6,2023-09-02,1478.99,-40.61,6,2025-06-14
1441,Danielle Taylor,1519.57,2017-04-22,1474.23,-45.34,5,2018-08-04
1442,Trevor Peek,1519.54,2023-02-25,1476.66,-42.88,5,2024-09-07
1443,Hector Urbina,1519.54,2014-11-15,1477.31,-42.23,3,2016-09-24
1444,Evan Elder,1519.54,2025-04-26,1519.54,0.0,5,2025-04-26
1445,Jorge Gurgel,1519.45,2007-07-07,1469.57,-49.88,7,2008-11-15
1446,Jessica Eye,1519.44,2019-12-14,1453.15,-66.29,16,2022-07-02
1447,Ricardo Romero,1519.42,2010-07-03,1473.55,-45.86,3,2011-09-24
1448,Francis Marshall,1519.4,2022-12-03,1501.05,-18.35,6,2026-02-28
1449,Axel Sola,1519.34,2025-09-06,1519.34,0.0,1,2025-09-06
1450,Anthony Perosh,1519.32,2014-11-07,1471.16,-48.16,12,2015-11-14
1451,Tamires Vidal,1519.32,2022-11-05,1454.18,-65.14,4,2024-10-19
1452,Abdul-Kerim Edilov,1519.3,2017-09-02,1503.6,-15.7,1,2017-09-02
1453,Alex White,1519.3,2014-04-19,1463.2,-56.1,10,2019-10-26
1454,Ken Stone,1519.28,2012-06-22,1496.61,-22.67,4,2012-08-11
1455,Alessio Di Chirico,1519.27,2018-07-06,1447.18,-72.09,11,2022-09-03
1456,Kanako Murata,1519.23,2020-11-14,1477.3,-41.93,3,2023-10-07
1457,Shamil Gamzatov,1519.15,2019-11-09,1492.81,-26.34,2,2021-10-30
1458,Taiyilake Nueraji,1519.15,2025-08-23,1519.15,0.0,1,2025-08-23
1459,Yui Chul Nam,1519.14,2014-03-01,1472.27,-46.87,3,2015-11-28
1460,Robelis Despaigne,1519.01,2024-03-09,1473.9,-45.11,3,2024-10-19
1461,Ramon Taveras,1519.0,2024-01-20,1477.99,-41.01,3,2025-09-27
1462,Leah Letson,1519.0,2018-11-30,1487.93,-31.07,2,2021-11-13
1463,Masio Fullen,1519.0,2015-02-28,1472.66,-46.34,3,2016-01-30
1464,Bolaji Oki,1519.0,2024-02-10,1492.34,-26.66,4,2025-09-06
1465,Jessica Penne,1519.0,2014-12-12,1443.57,-75.43,9,2024-10-19
1466,Jessin Ayari,1519.0,2016-09-03,1456.82,-62.18,4,2020-10-03
1467,Carlos Hernandez,1519.0,2022-02-26,1477.48,-41.52,7,2025-05-17
1468,Clay Harvison,1519.0,2011-06-04,1470.37,-48.63,3,2011-11-12
1469,Erick Montano,1519.0,2015-11-21,1469.94,-49.06,3,2016-11-05
1470,Lawrence Lui,1519.0,2026-01-31,1519.0,0.0,1,2026-01-31
1471,Jim Alers,1519.0,2014-04-11,1476.33,-42.67,4,2016-07-23
1472,Ernest Chavez,1519.0,2014-02-22,1477.17,-41.83,3,2014-10-04
1473,Ricky Turcios,1519.0,2021-08-28,1448.23,-70.77,6,2026-03-07
1474,Guram Kutateladze,1519.0,2020-10-17,1479.54,-39.46,5,2025-03-22
1475,Joe Ellenberger,1519.0,2014-06-28,1494.33,-24.67,2,2014-12-13
1476,Levan Makashvili,1518.92,2015-05-16,1500.02,-18.9,3,2016-01-30
1477,Dan Cramer,1518.85,2009-01-31,1498.81,-20.04,2,2009-08-08
1478,Azat Maksum,1518.83,2023-07-15,1459.08,-59.75,4,2025-10-25
1479,Deron Winn,1518.68,2019-06-22,1479.42,-39.26,5,2022-06-18
1480,Andre Roberts,1518.66,1998-05-15,1500.06,-18.6,3,1999-07-16
1481,Randy Costa,1518.65,2020-09-19,1451.38,-67.27,6,2022-10-01
1482,Benito Lopez,1518.6,2017-12-09,1490.55,-28.05,4,2022-11-05
1483,Edwin Figueroa,1518.54,2012-02-04,1460.85,-57.7,6,2013-11-16
1484,Nadia Kassem,1518.54,2017-11-18,1473.81,-44.73,3,2019-10-05
1485,Nicco Montano,1518.47,2017-12-01,1497.61,-20.85,2,2019-07-13
1486,Cheyanne Vlismas,1518.46,2021-12-04,1496.34,-22.12,4,2022-12-17
1487,Albert Duraev,1518.41,2021-10-30,1499.37,-19.04,4,2023-07-15
1488,Sirwan Kakai,1518.28,2015-06-27,1500.15,-18.13,2,2015-08-08
1489,Impa Kasanganay,1518.27,2020-08-29,1495.18,-23.09,4,2021-09-18
1490,Eduardo Garagorri,1518.25,2019-08-10,1479.64,-38.61,3,2020-11-07
1491,Magomed Gadzhiyasulov,1518.24,2024-06-22,1494.7,-23.54,2,2025-01-11
1492,Luke Jumeau,1518.15,2018-02-10,1494.27,-23.88,4,2019-10-05
1493,Danny Chavez,1518.01,2020-08-15,1476.9,-41.11,4,2022-06-18
1494,Luis Saldana,1517.87,2021-04-10,1508.55,-9.32,4,2022-08-20
1495,Carlo Pedersoli Jr.,1517.85,2018-05-27,1478.02,-39.84,3,2019-02-23
1496,Gaston Bolanos,1517.84,2024-11-09,1489.99,-27.85,4,2025-05-03
1497,Abdul Rakhman Yakhyaev,1517.68,2025-11-22,1517.68,0.0,1,2025-11-22
1498,Puja Tomar,1517.62,2024-06-08,1492.77,-24.85,2,2025-03-22
1499,Milana Dudieva,1517.62,2014-08-23,1472.28,-45.34,3,2016-11-19
1500,Jarred Brooks,1517.62,2017-07-29,1496.97,-20.65,4,2018-09-08
1501,Ivan Jorge,1517.5,2015-02-22,1494.64,-22.87,4,2015-07-18
1502,Syuri Kondo,1517.42,2017-09-22,1454.64,-62.78,4,2019-06-22
1503,Klaudia Sygula,1517.39,2026-02-07,1517.39,0.0,3,2026-02-07
1504,Dusko Todorovic,1517.38,2020-10-03,1461.66,-55.72,10,2025-09-13
1505,Torrez Finney,1517.33,2025-04-05,1496.55,-20.78,2,2026-01-31
1506,Marcelo Guimaraes,1517.33,2012-07-11,1488.29,-29.04,4,2016-03-05
1507,Noad Lahat,1517.21,2015-06-20,1494.36,-22.85,4,2016-02-06
1508,Lando Vannata,1517.18,2016-12-10,1464.35,-52.83,13,2023-04-15
1509,Ryan Gandra,1517.13,2026-02-28,1517.13,0.0,1,2026-02-28
1510,Ji Yeon Kim,1517.0,2018-06-23,1419.02,-97.99,10,2023-05-13
1511,Ode Osbourne,1516.97,2022-06-04,1438.85,-78.13,13,2026-02-21
1512,Jamie Moyle,1516.81,2016-12-03,1471.55,-45.25,3,2018-07-07
1513,Patricio Freire,1516.72,2025-07-19,1516.72,0.0,2,2025-07-19
1514,Chris Clements,1516.67,2014-11-07,1496.7,-19.97,5,2015-04-25
1515,Sean Spencer,1516.62,2014-09-13,1457.87,-58.75,8,2016-09-10
1516,Dong Hyun Ma,1516.56,2018-02-10,1455.39,-61.18,8,2019-12-21
1517,Mana Martinez,1515.97,2021-08-28,1490.59,-25.38,4,2023-03-04
1518,Charles Rosa,1515.74,2020-06-13,1449.9,-65.85,13,2022-07-23
1519,Natan Levy,1515.71,2022-12-03,1493.75,-21.96,4,2024-03-16
1520,CJ Vergara,1515.57,2023-07-29,1449.59,-65.98,8,2025-03-29
1521,Priscila Cachoeira,1515.53,2022-08-13,1460.54,-54.99,13,2026-02-07
1522,Abubakar Nurmagomedov,1515.39,2022-10-22,1500.97,-14.43,4,2023-06-03
1523,Mark De La Rosa,1515.21,2018-11-10,1434.65,-80.56,7,2020-06-13
1524,Sedriques Dumas,1514.71,2023-10-21,1463.47,-51.24,8,2025-11-01
1525,Gabriel Santos,1514.56,2025-02-08,1514.27,-0.29,4,2025-02-08
1526,Ian McCall,1514.24,2014-07-19,1497.41,-16.83,6,2015-01-31
1527,Anthony Njokuani,1514.2,2013-04-20,1471.95,-42.25,8,2014-10-04
1528,Jordan Rinaldi,1513.6,2018-11-03,1496.65,-16.95,5,2019-03-16
1529,Don'Tale Mayes,1513.57,2024-04-27,1448.31,-65.26,12,2025-05-03
1530,Hannah Cifers,1513.42,2019-08-17,1426.08,-87.34,7,2020-08-29
1531,Brian Johnston,1512.5,1996-09-20,1469.95,-42.55,6,1997-07-27
1532,Ryan Benoit,1511.76,2017-11-18,1444.69,-67.07,9,2021-07-31
1533,Mitch Clarke,1511.68,2014-05-24,1450.72,-60.96,7,2017-09-09
1534,Chris Wilson,1511.51,2008-08-09,1467.56,-43.94,4,2009-09-16
1535,Preston Parsons,1511.39,2024-01-13,1469.77,-41.62,6,2025-01-11
1536,Vince Morales,1510.91,2021-12-04,1427.53,-83.38,11,2025-03-29
1537,Bassil Hafez,1510.85,2024-06-01,1490.37,-20.48,3,2024-11-16
1538,Mike de la Torre,1510.29,2015-02-22,1468.3,-41.99,7,2017-04-08
1539,James Moontasri,1510.2,2015-11-14,1471.17,-39.03,6,2016-12-17
1540,Tom Watson,1510.17,2013-02-16,1454.83,-55.33,7,2015-08-08
1541,Timmy Cuamba,1509.87,2025-11-01,1509.87,0.0,4,2025-11-01
1542,Sean O'Connell,1509.76,2015-05-09,1453.44,-56.32,7,2016-12-09
1543,Terry Martin,1509.64,2007-05-26,1464.11,-45.53,6,2008-02-02
1544,Alessandro Costa,1509.47,2024-05-04,1484.97,-24.5,5,2025-09-13
1545,Jake Rosholt,1509.44,2009-08-29,1487.29,-22.15,3,2009-11-21
1546,Bekzat Almakhan,1508.95,2025-05-10,1488.05,-20.9,3,2025-11-22
1547,Austin Hubbard,1508.41,2020-06-20,1435.2,-73.21,12,2025-08-23
1548,Julia Polastri,1508.11,2025-10-11,1508.11,0.0,4,2025-10-11
1549,Maxim Grishin,1508.02,2022-02-12,1485.58,-22.44,5,2023-06-03
1550,Kaan Ofli,1507.92,2026-01-31,1507.92,0.0,4,2026-01-31
1551,Fabricio Camoes,1507.86,2012-01-20,1455.19,-52.67,6,2014-10-25
1552,Tresean Gore,1507.62,2024-11-09,1468.38,-39.24,6,2025-08-02
1553,Daniel Sarafian,1507.61,2013-06-08,1470.23,-37.39,6,2016-02-21
1554,Austin Bashi,1507.61,2025-08-02,1507.61,0.0,2,2025-08-02
1555,Rafael Alves,1507.57,2021-11-13,1471.28,-36.28,4,2023-02-25
1556,Heath Herring,1507.56,2008-03-01,1483.42,-24.14,5,2008-08-09
1557,Ihor Potieria,1507.44,2023-01-21,1441.02,-66.41,8,2025-01-11
1558,David Bielkheden,1507.42,2008-10-18,1484.1,-23.32,3,2009-04-18
1559,Wellington Turman,1507.35,2022-02-26,1452.9,-54.45,9,2023-12-02
1560,James Irvin,1507.24,2008-04-02,1451.02,-56.23,10,2010-08-01
1561,Jason High,1507.1,2013-11-16,1492.48,-14.62,5,2014-06-07
1562,Luigi Vendramini,1506.91,2020-10-03,1464.7,-42.21,4,2021-09-04
1563,Scott Askham,1506.72,2016-02-27,1465.36,-41.37,6,2017-03-18
1564,Vagner Rocha,1506.67,2011-09-17,1463.75,-42.93,4,2014-11-07
1565,Roxanne Modafferi,1506.55,2020-09-12,1456.87,-49.68,12,2022-02-12
1566,Thomas Petersen,1506.5,2024-07-20,1486.78,-19.71,5,2025-10-11
1567,Kuniyoshi Hironaka,1506.45,2007-04-05,1465.34,-41.11,4,2008-04-19
1568,Ryo Chonan,1506.42,2008-09-06,1467.85,-38.57,4,2009-04-18
1569,Steven Peterson,1506.41,2021-06-12,1464.05,-42.36,8,2023-03-25
1570,Robert Bryczek,1506.38,2025-09-06,1506.38,0.0,2,2025-09-06
1571,Curt Warburton,1506.36,2011-02-26,1487.12,-19.25,3,2011-06-26
1572,Kyle Bochniak,1506.27,2018-01-20,1449.96,-56.3,7,2019-10-18
1573,Sultan Aliev,1506.23,2019-04-20,1501.67,-4.56,4,2019-04-20
1574,Leonard Garcia,1506.22,2007-06-23,1404.34,-101.88,9,2013-04-27
1575,Dongi Yang,1506.22,2011-03-03,1494.73,-11.49,5,2015-11-28
1576,Alvin Robinson,1506.15,2007-10-20,1462.91,-43.24,4,2008-11-15
1577,Greg Soto,1506.07,2010-08-28,1484.62,-21.45,3,2011-01-01
1578,Carlos Vera,1505.94,2025-03-15,1505.94,0.0,2,2025-03-15
1579,Cortney Casey,1505.94,2016-08-20,1465.63,-40.31,15,2022-07-09
1580,Jose Ochoa,1505.9,2025-06-14,1488.35,-17.56,3,2025-07-26
1581,Justin Buchholz,1505.88,2008-07-05,1442.88,-63.0,5,2010-02-06
1582,Bruna Brasil,1505.8,2024-07-27,1463.23,-42.58,6,2026-02-07
1583,Junior Tafa,1505.75,2023-08-26,1445.77,-59.98,7,2026-01-31
1584,Brad Scott,1505.71,2017-03-18,1466.41,-39.29,8,2018-05-27
1585,Reuben Duran,1505.67,2011-06-04,1460.4,-45.27,4,2013-03-16
1586,Yosdenis Cedeno,1505.67,2014-07-16,1462.0,-43.68,4,2015-07-11
1587,Justin Edwards,1505.56,2012-10-05,1443.09,-62.47,7,2015-06-06
1588,Randa Markos,1505.56,2018-01-27,1458.15,-47.41,18,2021-10-23
1589,Lara Procopio,1505.55,2021-02-06,1483.94,-21.61,3,2021-06-19
1590,Jason DeLucia,1505.53,1994-03-11,1478.77,-26.76,3,1999-11-19
1591,Rameau Thierry Sokoudjou,1505.45,2008-05-24,1482.67,-22.78,3,2008-10-18
1592,Gustavo Lopez,1505.42,2020-11-07,1483.97,-21.45,4,2021-09-18
1593,Dwayne Cason,1505.41,1997-10-17,1500.01,-5.4,2,1997-10-17
1594,Wu Yanan,1505.4,2018-11-24,1425.76,-79.64,6,2022-08-20
1595,Malcolm Gordon,1505.35,2022-02-05,1441.35,-63.99,7,2024-01-20
1596,Geane Herrera,1505.05,2015-12-11,1466.38,-38.67,4,2016-11-26
1597,Uran Satybaldiev,1505.04,2025-08-23,1505.04,0.0,2,2025-08-23
1598,Francisco Prado,1504.84,2023-07-15,1453.47,-51.37,5,2025-07-19
1599,Cody Gibson,1504.75,2014-06-28,1439.7,-65.05,10,2025-10-18
1600,Julius Walker,1504.69,2025-08-09,1487.43,-17.26,3,2026-02-07
1601,Markus Perez,1504.62,2019-02-02,1442.46,-62.16,7,2021-01-20
1602,Caolan Loughran,1504.5,2025-03-22,1504.5,0.0,4,2025-03-22
1603,Yaotzin Meza,1504.44,2015-04-11,1465.52,-38.92,7,2016-02-27
1604,Shane Campbell,1504.4,2015-08-23,1443.43,-60.96,5,2016-08-27
1605,Xiao Long,1504.39,2024-11-23,1470.97,-33.42,4,2026-03-07
1606,Dan Argueta,1504.38,2023-01-14,1460.59,-43.78,6,2024-10-12
1607,Joe Moreira,1504.37,1997-07-27,1500.01,-4.36,2,1997-07-27
1608,Kleydson Rodrigues,1504.21,2023-02-11,1465.16,-39.06,4,2024-05-18
1609,Adam Fugitt,1504.14,2023-02-04,1458.49,-45.64,6,2026-01-24
1610,Rafael Cavalcante,1504.07,2013-11-09,1456.05,-48.02,5,2016-02-06
1611,Darrell Horcher,1504.07,2017-06-25,1461.47,-42.6,4,2018-11-30
1612,Tra Telligman,1504.04,1997-12-21,1447.57,-56.48,5,2005-08-20
1613,Artem Lobov,1504.02,2016-11-19,1455.89,-48.13,7,2018-10-27
1614,Mario Miranda,1503.89,2010-06-12,1469.09,-34.8,4,2011-03-26
1615,Alex Nicholson,1503.87,2016-07-13,1464.39,-39.48,4,2017-05-28
1616,Anthony Hamilton,1503.87,2016-07-30,1426.83,-77.03,10,2017-11-18
1617,Geza Kalman,1503.87,1996-07-12,1500.01,-3.87,2,1996-07-12
1618,Aoriqileng,1503.84,2025-10-18,1503.84,0.0,9,2025-10-18
1619,Nick Sanzo,1503.81,1997-02-07,1500.01,-3.8,2,1997-02-07
1620,Riki Fukuda,1503.8,2012-11-10,1487.5,-16.3,5,2013-03-02
1621,Christian Morecraft,1503.8,2011-03-26,1463.72,-40.08,4,2012-01-20
1622,Patrick Williams,1503.76,2015-06-13,1459.75,-44.01,4,2018-04-14
1623,Dominique Steele,1503.72,2015-11-28,1448.56,-55.15,5,2017-06-10
1624,Viktor Pesta,1503.69,2015-01-24,1441.21,-62.48,5,2017-01-15
1625,Travis Fulton,1503.68,1999-07-16,1500.01,-3.67,2,1999-07-16
1626,Jared Hamman,1503.64,2011-08-14,1436.35,-67.29,7,2013-08-31
1627,Dhiego Lima,1503.59,2019-10-05,1470.08,-33.51,11,2021-06-19
1628,Djorden Santos,1503.5,2025-10-18,1503.5,0.0,2,2025-10-18
1629,Jason Witt,1503.47,2021-07-31,1459.04,-44.43,6,2022-08-13
1630,Michael Kuiper,1503.41,2012-08-11,1457.2,-46.21,4,2013-10-26
1631,Felipe Bunes,1503.4,2025-01-11,1467.04,-36.35,4,2026-02-28
1632,Teemu Packalen,1503.36,2016-02-27,1461.86,-41.5,4,2019-09-07
1633,Gil Castillo,1503.34,2002-01-11,1486.83,-16.51,3,2002-11-22
1634,Mads Burnell,1503.3,2018-01-14,1484.9,-18.4,3,2018-05-27
1635,Johnny Munoz,1503.28,2021-08-07,1458.3,-44.98,6,2023-10-07
1636,Scott Smith,1503.28,2006-11-11,1453.47,-49.82,4,2007-06-16
1637,Kevin Casey,1503.11,2015-07-15,1467.31,-35.8,7,2016-08-27
1638,Michael Aswell,1503.07,2025-10-11,1503.07,0.0,2,2025-10-11
1639,Akbarh Arreola,1503.07,2014-11-22,1463.93,-39.13,4,2015-11-14
1640,Jarjis Danho,1502.98,2021-04-10,1501.24,-1.74,3,2021-04-10
1641,Tae Hyun Bang,1502.94,2014-06-14,1481.36,-21.58,5,2016-09-03
1642,Garreth McLellan,1502.94,2015-10-24,1444.06,-58.88,5,2017-03-11
1643,Khalid Taha,1502.94,2019-04-13,1444.63,-58.31,6,2022-09-03
1644,Irwin Rivera,1502.93,2020-08-08,1485.37,-17.56,3,2020-09-19
1645,Jonathan Meunier,1502.93,2016-11-26,1500.46,-2.47,2,2016-11-26
1646,Luke Zachrich,1502.93,2014-07-05,1479.67,-23.26,3,2014-11-07
1647,TJ Brown,1502.92,2022-12-10,1464.27,-38.65,8,2023-10-14
1648,Denis Kang,1502.89,2009-04-18,1486.73,-16.16,3,2009-11-14
1649,Valmir Lazaro,1502.88,2015-02-28,1484.0,-18.88,3,2015-11-21
1650,Oluwale Bamgbose,1502.85,2016-02-21,1439.96,-62.89,5,2017-12-16
1651,Jeremy Kimball,1502.82,2017-06-25,1460.08,-42.73,4,2018-07-22
1652,Andrey Pulyaev,1502.8,2025-08-02,1485.42,-17.38,3,2026-01-24
1653,Brendson Ribeiro,1502.74,2025-03-15,1467.46,-35.28,6,2025-09-06
1654,Augusto Mendes,1502.7,2017-01-15,1484.72,-17.98,3,2017-04-15
1655,Mike Rodriguez,1502.68,2018-12-15,1443.8,-58.88,8,2021-09-18
1656,Frankie Perez,1502.6,2015-08-23,1467.26,-35.34,4,2017-07-22
1657,Vaughan Lee,1502.56,2014-03-01,1463.6,-38.96,8,2015-07-18
1658,Willie Gates,1502.45,2015-07-12,1458.03,-44.42,4,2016-05-08
1659,Chris Tuchscherer,1502.39,2010-02-06,1455.99,-46.4,4,2011-02-26
1660,John Salter,1502.36,2010-05-08,1478.89,-23.46,3,2010-08-28
1661,Luan Chagas,1502.35,2017-06-03,1482.16,-20.19,4,2018-04-21
1662,Joachim Christensen,1502.35,2017-01-15,1460.11,-42.24,4,2017-06-25
1663,Jose Johnson,1502.33,2023-11-18,1460.59,-41.73,4,2025-01-11
1664,Clay Collard,1502.24,2014-12-06,1465.56,-36.68,4,2015-09-05
1665,Guido Cannetti,1502.24,2018-05-19,1475.61,-26.63,10,2023-03-11
1666,Jeka Saragih,1502.06,2023-11-18,1454.42,-47.64,4,2025-06-07
1667,Klidson Abreu,1502.04,2019-07-20,1482.89,-19.15,4,2020-05-30
1668,Ian Entwistle,1502.02,2014-12-13,1479.73,-22.29,3,2016-04-10
1669,Rob MacDonald,1502.02,2006-06-28,1478.85,-23.18,3,2006-08-26
1670,Harold Howard,1502.02,1994-09-09,1476.84,-25.19,3,1995-09-08
